pk,card_id,card_name,card_brand,card_in_out_1,card_in_out_2,card_in_out_3,card_img,card_record,card_overseas
688,728,GS SHOP KB국민카드,KB국민카드,"국내전용 25,000","해외겸용 25,000",,https://api.card-gorilla.com:8080/storage/card/778/card_img/22252/778card.png,전월실적40 만원 이상,VISA | UnionPay
689,729,위메프페이 신용카드,KB국민카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/779/card_img/22253/779card.png,전월실적 없음,mastercard | JCB
690,731,,,"국내전용 2,000","해외겸용 4,000",,https://api.card-gorilla.com:8080/storage/card/781/card_img/21761/781card.jpg,전월실적20 만원 이상,VISA | BC | mastercard
691,732,SC제일은행 글로벌 삼성체크카드,삼성카드,"해외겸용 1,000",,,https://api.card-gorilla.com:8080/storage/card/782/card_img/21760/782card.png,전월실적 없음,mastercard | UnionPay
692,733,SSG.COM카드,현대카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/783/card_img/21759/783card.png,전월실적30 만원 이상,VISA
693,734,LG U+ 삼성카드,삼성카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/784/card_img/21758/784card.png,전월실적30 만원 이상,VISA
694,735,KT 삼성카드,삼성카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/785/card_img/21757/785card.png,전월실적30 만원 이상,mastercard
695,736,T멤버십 더블 롯데체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/786/card_img/21756/786card.jpg,전월실적20 만원 이상,
696,737,T멤버십 더블 롯데카드,롯데카드,"국내전용 10,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/787/card_img/21755/787card.jpg,전월실적10 만원 이상,
697,738,CJ ONE 삼성카드,삼성카드,"국내전용 8,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/788/card_img/21754/788card.png,전월실적20 만원 이상,VISA
698,739,이마트 e카드 Edition2,현대카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/789/card_img/21753/789card.png,전월실적 없음,mastercard
699,740,V Street 카드,롯데카드,"국내전용 10,000","해외겸용 9,000",,https://api.card-gorilla.com:8080/storage/card/790/card_img/21752/790card.png,전월실적40 만원 이상,AMEX
700,741,코스트코 리워드 비즈니스 현대카드,현대카드,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/791/card_img/21751/791card.png,전월실적 없음,VISA
701,742,그린기업체크카드,IBK기업은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/792/card_img/21750/792card.png,전월실적50 만원 이상,BC
702,743,DGB biz POINT 체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/793/card_img/21749/793card.png,전월실적 없음,BC
703,744,참! 좋은 kt wiz 카드[체크],IBK기업은행,"해외겸용 3,000",,,https://api.card-gorilla.com:8080/storage/card/794/card_img/21748/794card.png,전월실적20 만원 이상,VISA | UnionPay
704,745,세이브존 IBK 체크카드,IBK기업은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/795/card_img/21747/795card.png,전월실적20 만원 이상,UnionPay
705,746,참! 좋은친구 청년동행카드(체크),IBK기업은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/796/card_img/21746/796card.png,전월실적20 만원 이상,BC | UnionPay
706,747,동반성공카드(체크),IBK기업은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/797/card_img/21745/797card.png,전월실적 없음,VISA | mastercard | UnionPay
707,748,인피니트카드(INFINITE CARD),IBK기업은행,"해외겸용 1,000,000",,,https://api.card-gorilla.com:8080/storage/card/798/card_img/21744/798card.png,전월실적 없음,VISA
708,749,IBK 각자내기카드,IBK기업은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/799/card_img/21743/799card.png,전월실적 없음,BC | mastercard
709,750,Kt텔레캅 안심 Plus 카드,IBK기업은행,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/800/card_img/21742/800card.png,전월실적30 만원 이상,VISA | UnionPay
710,752,동반성장카드,IBK기업은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/802/card_img/21741/802card.png,전월실적 없음,VISA | mastercard | AMEX
711,753,동반성공카드,IBK기업은행,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/803/card_img/21740/803card.png,전월실적 없음,VISA | mastercard | UnionPay
712,754,코웨이 IBK 카드,IBK기업은행,"국내전용 12,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/804/card_img/21739/804card.png,전월실적30 만원 이상,BC | mastercard | UnionPay
713,755,파이팅코리아카드,IBK기업은행,"국내전용 3,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/805/card_img/21738/805card.png,전월실적 없음,BC | mastercard
714,756,파이팅코리아플러스카드,IBK기업은행,"국내전용 490,000","해외겸용 500,000",,https://api.card-gorilla.com:8080/storage/card/806/card_img/21737/806card.jpg,전월실적 없음,BC | mastercard
715,757,일상의 기쁨 Dream 체크카드,IBK기업은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/807/card_img/21736/807card.png,전월실적30 만원 이상,mastercard | UnionPay
716,758,V-BIG멤버스 롯데체크카드(성인여성용),롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/808/card_img/21735/808card.jpg,전월실적 없음,
717,759,American Express Platinum,삼성카드,"해외겸용 700,000",,,https://api.card-gorilla.com:8080/storage/card/809/card_img/21734/809card.png,전월실적 없음,AMEX
718,760,현대백화점 체크카드,DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/810/card_img/21733/810card.png,전월실적20 만원 이상,BC Global
719,761,Y+(영플러스)체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/811/card_img/21731/811card.png,전월실적20 만원 이상,BC
720,762,국민행복카드 체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/812/card_img/21730/812card.gif,전월실적 없음,BC
721,763,V-BIG멤버스 롯데체크카드(성인남성용),롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/813/card_img/21729/813card.jpg,전월실적 없음,
722,764,해피포인트 DGB체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/814/card_img/21728/814card.png,전월실적20 만원 이상,BC
723,765,대백 플러스 체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/815/card_img/21727/815card.gif,전월실적20 만원 이상,BC Global
724,766,단디체크카드,DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/816/card_img/21726/816card.png,전월실적 없음,UnionPay
725,767,해피포인트DGB체크카드(대경교통),DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/817/card_img/21725/817card.png,전월실적20 만원 이상,BC
726,768,Master Y+(영플러스)체크카드(대경교통),DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/818/card_img/21724/818card.gif,전월실적 없음,mastercard
727,769,카카오페이 체크카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/819/card_img/21723/819card.png,전월실적10 만원 이상,BC
728,770,대백 플러스 체크카드(대경교통),DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/820/card_img/21722/820card.gif,전월실적20 만원 이상,BC Global
729,771,똑디체크카드(비교통),DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/821/card_img/21721/821card.png,전월실적30 만원 이상,BC | mastercard
730,772,Master Y+(영플러스)체크카드,DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/822/card_img/21720/822card.gif,전월실적20 만원 이상,mastercard
731,773,NEW현대백화점체크카드,DGB대구은행,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/823/card_img/21719/823card.png,전월실적20 만원 이상,BC Global
732,774,DGB SOHO 기업카드,DGB대구은행,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/824/card_img/21718/824card.png,전월실적 없음,VISA | UnionPay
733,775,단디비지니스카드,DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/825/card_img/21717/825card.gif,전월실적30 만원 이상,VISA | BC | UnionPay
734,776,DGB氣UP!카드,DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/826/card_img/21716/826card.png,전월실적50 만원 이상,BC | mastercard | UnionPay
735,777,DGB biz DC카드,DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/827/card_img/21715/827card.png,전월실적 없음,BC | mastercard
736,778,DGB BIZ+카드,DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/828/card_img/21714/828card.png,전월실적 없음,BC | mastercard
737,779,DGB biz 소호(SOHO)카드,DGB대구은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/829/card_img/21713/829card.png,전월실적 없음,VISA | BC
738,780,후불 하이패스카드,DGB대구은행,"국내전용 2,000",,,https://api.card-gorilla.com:8080/storage/card/830/card_img/21712/830card.gif,전월실적 없음,BC
739,781,대백-대구은행카드(퍼플),DGB대구은행,"국내전용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/831/card_img/21711/831card.png,전월실적30 만원 이상,VISA | BC | BC Global
740,782,단디[DANDI]카드,DGB대구은행,"국내전용 2,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/832/card_img/21710/832card.png,전월실적20 만원 이상,VISA | BC | mastercard
741,783,부자되세요 아파트카드,DGB대구은행,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/833/card_img/21709/833card.gif,전월실적30 만원 이상,BC | mastercard
742,784,국민행복카드 신용카드,DGB대구은행,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/834/card_img/21708/834card.gif,전월실적20 만원 이상,BC
743,785,대백-대구은행카드(블랙),DGB대구은행,"국내전용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/835/card_img/21707/835card.png,전월실적30 만원 이상,VISA | BC | BC Global
744,786,DGB 레일플러스포인트카드,DGB대구은행,"해외겸용 7,000",,,https://api.card-gorilla.com:8080/storage/card/836/card_img/21706/836card.png,전월실적30 만원 이상,VISA | UnionPay
745,787,DGB Pet Love 카드,DGB대구은행,"해외겸용 2,000",,,https://api.card-gorilla.com:8080/storage/card/837/card_img/21705/837card.png,전월실적30 만원 이상,BC Global | mastercard
746,788,올레 Super DC 대구은행카드,DGB대구은행,"해외겸용 8,000",,,https://api.card-gorilla.com:8080/storage/card/838/card_img/21704/838card.png,전월실적30 만원 이상,VISA | UnionPay
747,789,부자되세요 홈쇼핑카드,DGB대구은행,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/839/card_img/21703/839card.png,전월실적30 만원 이상,VISA | UnionPay
748,790,DGB 쇼핑카드,DGB대구은행,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/840/card_img/21702/840card.png,전월실적30 만원 이상,VISA | BC Global
749,791,GREit(그래잇)카드,DGB대구은행,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/841/card_img/21701/841card.png,전월실적50 만원 이상,VISA | BC
750,792,OIL&LPG카드,DGB대구은행,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/842/card_img/21700/842card.png,전월실적 없음,AMEX
751,793,DGB ONE 카드,DGB대구은행,"국내전용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/843/card_img/21699/843card.png,전월실적 없음,VISA | BC
752,794,DGB 세븐캐쉬백카드,DGB대구은행,"국내전용 10,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/844/card_img/21698/844card.png,전월실적30 만원 이상,BC | mastercard
753,795,V-BIG멤버스 롯데체크카드(청소년용),롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/845/card_img/21697/845card.jpg,전월실적 없음,
754,796,XPEED 롯데카드,롯데카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/846/card_img/21696/846card.jpg,전월실적30 만원 이상,mastercard
755,797,가연 롯데카드,롯데카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/847/card_img/21695/847card.jpg,전월실적60 만원 이상,mastercard
756,798,강원방송 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/848/card_img/21694/848card.jpg,전월실적30 만원 이상,mastercard
757,799,골든웨이브 카드,롯데카드,"국내전용 195,000","해외겸용 200,000",,https://api.card-gorilla.com:8080/storage/card/849/card_img/21693/849card.png,전월실적200 만원 이상,mastercard
758,800,Hyundai EV카드,현대카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/850/card_img/21692/850card.png,전월실적50 만원 이상,VISA | mastercard
759,801,화물운전자복지 신한카드 체크,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/851/card_img/21691/851card.png,전월실적 없음,VISA
760,802,SmileCard Edition2,현대카드,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/852/card_img/21690/852card.png,전월실적 없음,VISA
761,803,SmileCard the Club,현대카드,"국내전용 50,000","해외겸용 50,000",,https://api.card-gorilla.com:8080/storage/card/853/card_img/21689/853card.png,전월실적 없음,VISA
762,804,Kia Members 경차전용카드,현대카드,"국내전용 5,000",,,https://api.card-gorilla.com:8080/storage/card/854/card_img/21688/854card.png,전월실적 없음,
763,805,알뜰주유소 화물운전자복지 신한카드 체크,신한카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/855/card_img/21687/855card.png,전월실적 없음,VISA
764,806,화물운전자복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/856/card_img/21686/856card.png,전월실적 없음,VISA
765,807,현대오일뱅크 2UP 화물운전자복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/857/card_img/21685/857card.png,전월실적 없음,VISA
766,808,그루폰 롯데카드,롯데카드,"국내전용 7,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/858/card_img/21684/858card.jpg,전월실적20 만원 이상,mastercard
767,809,Kia Members 경차전용카드(유류세 환급),현대카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/859/card_img/21683/859card.png,전월실적 없음,
768,810,S-OIL 2UP 화물운전자복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/860/card_img/21682/860card.png,전월실적 없음,VISA
769,811,SK에너지 2MORE 화물복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/861/card_img/21681/861card.png,전월실적 없음,VISA
770,812,LG U+ 현대카드M Edition3 (라이트할부형),현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/862/card_img/21680/862card.png,전월실적50 만원 이상,VISA | mastercard
771,813,남선교회전국연합회 롯데포인트 플러스 카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/863/card_img/21679/863card.jpg,전월실적 없음,VISA
772,814,일년의 설렘카드(모바일전용),IBK기업은행,"국내전용 5,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/864/card_img/21678/864card.png,전월실적 없음,VISA | BC | UnionPay
773,815,홈플러스 스페셜 신한카드,신한카드,"국내전용 15,000","해외겸용 18,000",,https://api.card-gorilla.com:8080/storage/card/865/card_img/21677/865card.png,전월실적50 만원 이상,VISA
774,816,큰수레 비즈니스 신한카드 Simple+,신한카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/866/card_img/21676/866card.png,전월실적 없음,VISA
775,817,제주항공 Refresh Point 신한카드,신한카드,"해외겸용 13,000",,,https://api.card-gorilla.com:8080/storage/card/867/card_img/21675/867card.png,전월실적 없음,
776,818,오아시스 신한카드,신한카드,"국내전용 20,000","해외겸용 23,000",,https://api.card-gorilla.com:8080/storage/card/868/card_img/21674/868card.png,전월실적50 만원 이상,mastercard
777,819,교보문고 롯데카드,롯데카드,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/869/card_img/21673/869card.jpg,전월실적20 만원 이상,VISA
778,820,교보증권PLUS αCMA 롯데체크카드,롯데카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/870/card_img/21672/870card.jpg,전월실적 없음,VISA
779,821,교육지대 롯데포인트플러스카드,롯데카드,"국내전용 5,000","해외겸용 7,000",,https://api.card-gorilla.com:8080/storage/card/871/card_img/21671/871card.jpg,전월실적20 만원 이상,VISA
780,822,SKT-현대카드M Edition3 (라이트할부형),현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/872/card_img/21670/872card.png,전월실적50 만원 이상,VISA | mastercard
781,823,ROVL 시그니쳐(토탈마일)기업카드,KB국민카드,"해외겸용 300,000",,,https://api.card-gorilla.com:8080/storage/card/873/card_img/21669/873card.png,전월실적 없음,VISA
782,824,참! 좋은친구 청년동행카드(신용),IBK기업은행,"해외겸용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/874/card_img/21668/874card.png,전월실적30 만원 이상,VISA | BC | BC Global | mastercard | UnionPay
783,825,에스원 안심 신한카드,신한카드,"국내전용 15,000","해외겸용 18,000",,https://api.card-gorilla.com:8080/storage/card/875/card_img/21667/875card.png,전월실적50 만원 이상,mastercard
784,826,알뜰주유소 화물운전자복지 신한카드,신한카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/876/card_img/21666/876card.png,전월실적 없음,
785,827,kt-현대카드M Edition3 (통신할인형),현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/877/card_img/21665/877card.png,전월실적50 만원 이상,VISA | mastercard
786,828,SK One+ 화물복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/878/card_img/21664/878card.png,전월실적 없음,mastercard
787,829,자연드림 IBK카드,IBK기업은행,"해외겸용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/879/card_img/21663/879card.gif,전월실적 없음,VISA | BC Global
788,830,S.Sing 씽화물복지 신한카드 체크,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/880/card_img/21661/880card.png,전월실적 없음,VISA
789,831,IBK-Syrup카드[신용],IBK기업은행,"해외겸용 5,000","해외겸용 7,000",,https://api.card-gorilla.com:8080/storage/card/881/card_img/21660/881card.gif,전월실적30 만원 이상,mastercard | UnionPay
790,832,S.Sing 씽화물복지 신한카드,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/882/card_img/21659/882card.png,전월실적 없음,VISA
791,833,SME기업카드,KB국민카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/883/card_img/21658/883card.png,전월실적 없음,VISA | mastercard
792,834,신한카드 후불하이패스+ (하이패스 전용),신한카드,"국내전용 2,000",,,https://api.card-gorilla.com:8080/storage/card/884/card_img/21657/884card.png,전월실적 없음,
793,835,SME기업카드 (아시아나),KB국민카드,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/885/card_img/21656/885card.png,전월실적 없음,VISA | mastercard
794,836,LG U+-현대카드M Edition3(통신할인형),현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/886/card_img/21655/886card.png,전월실적50 만원 이상,VISA | mastercard
795,837,E1 & 아이파크 백화점 카드,IBK기업은행,"해외겸용 2,000",,,https://api.card-gorilla.com:8080/storage/card/887/card_img/21654/887card.gif,전월실적30 만원 이상,UnionPay
796,838,SME기업카드 (대한항공),KB국민카드,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/888/card_img/21653/888card.png,전월실적 없음,VISA | mastercard
797,839,신한카드 집,신한카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/889/card_img/21652/889card.png,전월실적 없음,VISA
798,840,e플래티넘 롯데카드,롯데카드,"국내전용 18,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/890/card_img/21651/890card.png,전월실적50 만원 이상,VISA
799,841,StarBiz 고유기업카드,KB국민카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/891/card_img/21650/891card.png,전월실적 없음,VISA | mastercard | UnionPay | JCB
800,842,하이패스 기업카드,KB국민카드,"국내전용 2,000",,,https://api.card-gorilla.com:8080/storage/card/892/card_img/21649/892card.png,전월실적 없음,
801,843,B tv KB국민카드,KB국민카드,"국내전용 15,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/893/card_img/21648/893card.png,전월실적30 만원 이상,mastercard | JCB
802,845,신한카드 주거래 신용,신한카드,"해외겸용 15,000",,,https://api.card-gorilla.com:8080/storage/card/895/card_img/21647/895card.png,전월실적30 만원 이상,VISA | UnionPay
803,847,신한카드 아름다운,신한카드,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/897/card_img/21646/897card.png,전월실적 없음,VISA
804,849,LG헬로비전-현대카드M Edition2(청구할인형),현대카드,"국내전용 15,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/899/card_img/21645/899card.png,전월실적30 만원 이상,mastercard | UnionPay
805,850,신한금융투자 CMA R+ 신한카드 Love 체크,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/900/card_img/21644/900card.png,전월실적30 만원 이상,VISA
806,851,SK브로드밴드-현대카드M Edition2(청구할인형),현대카드,"국내전용 25,000","해외겸용 25,000",,https://api.card-gorilla.com:8080/storage/card/901/card_img/21643/901card.png,전월실적40 만원 이상,mastercard
807,852,E1-현대카드M,현대카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/902/card_img/21642/902card.png,전월실적30 만원 이상,mastercard
808,853,신한금융투자 CMA R+ GS칼텍스 신한카드 Shine,신한카드,"국내전용 10,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/903/card_img/21641/903card.png,전월실적30 만원 이상,VISA
809,854,현대카드M-경차전용카드,현대카드,"국내전용 5,000",,,https://api.card-gorilla.com:8080/storage/card/904/card_img/21640/904card.png,전월실적30 만원 이상,
810,855,메가쇼핑 신한카드,신한카드,"국내전용 12,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/905/card_img/21639/905card.png,전월실적 없음,mastercard
811,856,메가쇼핑 신한카드 체크,신한카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/906/card_img/21638/906card.png,전월실적 없음,mastercard
812,857,SK 화물복지 50,우리카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/907/card_img/21637/907card.png,전월실적 없음,BC | BC Global
813,858,에쓰-오일 400 우리카드,우리카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/908/card_img/21636/908card.png,전월실적30 만원 이상,BC | mastercard
814,859,LPG 화물복지카드 E1,우리카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/909/card_img/21635/909card.png,전월실적 없음,BC
815,860,남양 i 프리미엄 롯데카드,롯데카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/910/card_img/21634/910card.jpg,전월실적20 만원 이상,VISA
816,861,네이버 체크아웃 DC20 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/911/card_img/21633/911card.jpg,전월실적20 만원 이상,mastercard
817,862,Easy shopping 티타늄카드,KB국민카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/912/card_img/21632/912card.png,전월실적50 만원 이상,mastercard | JCB
818,863,현대카드M3 BLUEmembers Edition2,현대카드,"국내전용 65,000","해외겸용 65,000",,https://api.card-gorilla.com:8080/storage/card/913/card_img/21631/913card.png,전월실적50 만원 이상,VISA | UnionPay
819,864,노랑풍선 롯데카드,롯데카드,"국내전용 7,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/914/card_img/21630/914card.png,전월실적 없음,VISA
820,865,뉴 롯데손해보험 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/915/card_img/21629/915card.jpg,전월실적20 만원 이상,mastercard
821,866,위비 알뜰주유소 할인카드,우리카드,"국내전용 12,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/916/card_img/21628/916card.png,전월실적30 만원 이상,mastercard | UnionPay
822,867,썸(SUM)화물복지카드(개인신용),우리카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/917/card_img/21627/917card.png,전월실적 없음,mastercard | UnionPay
823,868,현대카드M-화물차유가보조금카드,현대카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/918/card_img/21626/918card.png,전월실적 없음,
824,869,현대카드X-화물차유가보조금카드(S-OIL),현대카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/919/card_img/21625/919card.png,전월실적 없음,
825,870,skylife Ultra IBK카드,IBK기업은행,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/920/card_img/21624/920card.gif,전월실적30 만원 이상,BC | mastercard | UnionPay
826,871,현대카드X-화물차유가보조금카드(SK에너지),현대카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/921/card_img/21623/921card.png,전월실적 없음,
827,873,LG전자-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/923/card_img/21622/923card.png,전월실적30 만원 이상,VISA | mastercard
828,874,coway-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/924/card_img/21621/924card.png,전월실적50 만원 이상,VISA | mastercard
829,875,뉴 인터파크 롯데카드,롯데카드,"국내전용 8,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/925/card_img/21620/925card.jpg,전월실적30 만원 이상,VISA
830,876,SK매직-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/926/card_img/21619/926card.png,전월실적50 만원 이상,VISA | mastercard
831,877,CUCKOO-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/927/card_img/21618/927card.png,전월실적50 만원 이상,VISA | mastercard
832,878,뉴S-OIL보너스 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/928/card_img/21617/928card.jpg,전월실적30 만원 이상,VISA
833,879,청호나이스-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/929/card_img/21616/929card.png,전월실적50 만원 이상,VISA | mastercard
834,880,현대큐밍-현대카드M Edition3,현대카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/930/card_img/21615/930card.png,전월실적50 만원 이상,VISA | mastercard
835,881,용인시민카드(신용),IBK기업은행,"국내전용 5,000","해외겸용 7,000",,https://api.card-gorilla.com:8080/storage/card/931/card_img/21614/931card.gif,전월실적30 만원 이상,VISA | BC
