pk,card_id,card_name,card_brand,card_in_out_1,card_in_out_2,card_in_out_3,card_img,card_record,card_overseas
1296,1350,무비매니아 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1400/card_img/20710/1400card.png,전월실적30 만원 이상,mastercard
1297,1351,무비매니아 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1401/card_img/20709/1401card.png,전월실적30 만원 이상,mastercard
1298,1352,메가티즌 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1402/card_img/20708/1402card.png,전월실적30 만원 이상,mastercard
1299,1353,DGB UntacT 카드,DGB대구은행,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1403/card_img/20707/1403card.png,전월실적30 만원 이상,BC | mastercard
1300,1354,메가티즌 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1404/card_img/20706/1404card.png,전월실적30 만원 이상,mastercard
1301,1355,우리 국민연금증카드,우리카드,"국내전용 2,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1405/card_img/20705/1405card.png,전월실적 없음,BC | mastercard
1302,1356,리브로 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1406/card_img/20675/1406card.png,전월실적30 만원 이상,mastercard
1303,1357,리브로 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1407/card_img/20674/1407card.png,전월실적30 만원 이상,mastercard
1304,1358,리브로 롯데카드,롯데카드,국내전용 없음,"해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1408/card_img/20673/1408card.jpg,전월실적20 만원 이상,VISA
1305,1359,현대카드M2 Lady RED MEMBERS Platinum(구 Qmembers),현대카드,"해외겸용 30,000",,,https://api.card-gorilla.com:8080/storage/card/1409/card_img/20672/1409card.png,전월실적 없음,VISA
1306,1360,현대카드M BLUEmembers,현대카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1410/card_img/20671/1410card.png,전월실적 없음,VISA | mastercard
1307,1361,마이비 선불교통 롯데체크카드,롯데카드,없음,,,https://api.card-gorilla.com:8080/storage/card/1411/card_img/20670/1411card.jpg,전월실적 없음,VISA
1308,1362,미래에셋 대우증권 CMA 롯데체크카드,롯데카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1412/card_img/20669/1412card.jpg,전월실적20 만원 이상,VISA
1309,1363,다둥이행복체크카드,우리카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1413/card_img/20668/1413card.png,전월실적30 만원 이상,VISA
1310,1364,POP 우리V스쿨카드,우리카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1414/card_img/20666/1414card.jpg,전월실적20 만원 이상,BC
1311,1365,우리 SCHOOL CHECK,우리카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1415/card_img/20665/1415card.png,전월실적5 만원 이상,BC
1312,1366,서울대학교 CHECK,우리카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1416/card_img/20663/1416card.png,전월실적25 만원 이상,BC | mastercard
1313,1367,새마을금고 삼성럭투유카드,삼성카드,"해외겸용 15,000",,,https://api.card-gorilla.com:8080/storage/card/1417/card_img/20662/1417card.png,전월실적30 만원 이상,
1314,1368,새마을금고 데일리 삼성카드,삼성카드,"국내전용 9,900","해외겸용 9,900",,https://api.card-gorilla.com:8080/storage/card/1418/card_img/20661/1418card.png,전월실적30 만원 이상,mastercard
1315,1369,신세계이마트 삼성카드 7+,삼성카드,"국내전용 55,000","해외겸용 60,000",,https://api.card-gorilla.com:8080/storage/card/1419/card_img/20660/1419card.png,전월실적30 만원 이상,mastercard
1316,1370,와이비엠시사닷컴 롯데카드,롯데카드,국내전용 없음 ,"해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1420/card_img/20659/1420card.jpg,전월실적 없음,VISA
1317,1371,삼성플래티늄라이프카드,삼성카드,"해외겸용 60,000",,,https://api.card-gorilla.com:8080/storage/card/1421/card_img/20658/1421card.png,전월실적30 만원 이상,VISA
1318,1372,삼성카드 7,삼성카드,"국내전용 18,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1422/card_img/20652/1422card.png,전월실적30 만원 이상,AMEX
1319,1373,삼성카드 7+,삼성카드,"국내전용 55,000","해외겸용 60,000",,https://api.card-gorilla.com:8080/storage/card/1423/card_img/20651/1423card.png,전월실적30 만원 이상,AMEX
1320,1374,스타트럭 플러스 현대오일뱅크카드,KB국민카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1424/card_img/20650/1424card.png,전월실적 없음,mastercard | JCB
1321,1375,우리 OCTO CMA 롯데포인트플러스카드,롯데카드,국내전용 없음 ,"해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1425/card_img/20649/1425card.jpg,전월실적 없음,VISA
1322,1376,삼성전자 삼성애니패스카드,삼성카드,"해외겸용 7,000",,,https://api.card-gorilla.com:8080/storage/card/1426/card_img/20648/1426card.png,전월실적30 만원 이상,mastercard
1323,1377,삼성애니패스카드,삼성카드,"국내전용 5,000","해외겸용 7,000",,https://api.card-gorilla.com:8080/storage/card/1427/card_img/20647/1427card.png,전월실적30 만원 이상,
1324,1378,삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1428/card_img/20646/1428card.png,전월실적30 만원 이상,mastercard
1325,1379,삼성애니패스e포인트카드,삼성카드,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/1429/card_img/20645/1429card.png,전월실적30 만원 이상,VISA
1326,1380,부빅스 부가세 환급카드,BNK부산은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1430/card_img/20644/1430card.png,전월실적30 만원 이상,VISA | BC
1327,1381,CJ 삼성애니패스카드,삼성카드,"해외겸용 7,000",,,https://api.card-gorilla.com:8080/storage/card/1431/card_img/20643/1431card.png,전월실적30 만원 이상,VISA
1328,1382,CJ 삼성지엔미카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1432/card_img/20642/1432card.png,전월실적30 만원 이상,VISA
1329,1383,후불 하이패스카드,BNK부산은행,"국내전용 2,000",,,https://api.card-gorilla.com:8080/storage/card/1433/card_img/20641/1433card.png,전월실적 없음,BC
1330,1384,스타트럭Ⅱ GS칼텍스카드,KB국민카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1434/card_img/20640/1434card.png,전월실적 없음,mastercard | JCB
1331,1385,현대카드M RED MEMBERS(구 Qmembers),현대카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1435/card_img/20639/1435card.png,전월실적 없음,VISA | mastercard
1332,1386,스타트럭플러스 S-OIL카드,KB국민카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1436/card_img/20638/1436card.png,전월실적 없음,mastercard | JCB
1333,1387,현대카드M Lady BLUEmembers,현대카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1437/card_img/20637/1437card.png,전월실적 없음,VISA | mastercard
1334,1388,해피포인트 체크카드,BNK부산은행,"국내전용 1,000",,,https://api.card-gorilla.com:8080/storage/card/1438/card_img/20636/1438card.png,전월실적20 만원 이상,BC
1335,1389,현대카드M Lady REDmembers(구 Qmembers),현대카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1439/card_img/20635/1439card.png,전월실적 없음,VISA | mastercard
1336,1390,하이 체크카드,BNK부산은행,"국내전용 1,000",,,https://api.card-gorilla.com:8080/storage/card/1440/card_img/20634/1440card.png,전월실적20 만원 이상,BC
1337,1391,맘 & 데디(Mom & Daddy) 카드,롯데카드,"국내전용 7,000","해외겸용 7,000",,https://api.card-gorilla.com:8080/storage/card/1441/card_img/20633/1441card.jpg,전월실적20 만원 이상,mastercard
1338,1392,CJ 삼성애니스타일카드,삼성카드,"국내전용 8,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1442/card_img/20632/1442card.png,전월실적20 만원 이상,
1339,1393,에버랜드 판다카드,KB국민카드,"해외겸용 12,000","해외겸용 17,000",,https://api.card-gorilla.com:8080/storage/card/1443/card_img/20631/1443card.png,전월실적30 만원 이상,UnionPay | JCB
1340,1394,ROVL 다이아몬드(스카이패스)기업카드,KB국민카드,"해외겸용 300,000",,,https://api.card-gorilla.com:8080/storage/card/1444/card_img/20630/1444card.png,전월실적 없음,mastercard
1341,1395,예다함 카드,KB국민카드,"해외겸용 15,000",,,https://api.card-gorilla.com:8080/storage/card/1445/card_img/20629/1445card.png,전월실적30 만원 이상,mastercard | JCB
1342,1397,NEW_UNI체크,우리카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1447/card_img/20627/1447card.png,전월실적25 만원 이상,BC
1343,1398,CJ 삼성애니스타일플래티늄카드,삼성카드,"국내전용 3,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1448/card_img/20626/1448card.png,전월실적20 만원 이상,VISA
1344,1399,웰릭스렌탈 카드,KB국민카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1449/card_img/20625/1449card.png,전월실적30 만원 이상,mastercard
1345,1400,맘스스토리 DC플러스카드,롯데카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1450/card_img/20624/1450card.jpg,전월실적20 만원 이상,VISA
1346,1401,우리V외국인체크카드,우리카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1451/card_img/20623/1451card.png,전월실적 없음,BC
1347,1402,삼성애니스타일카드,삼성카드,"국내전용 3,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1452/card_img/20622/1452card.png,전월실적20 만원 이상,
1348,1403,삼성애니스타일플래티늄카드,삼성카드,"국내전용 3,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1453/card_img/20621/1453card.png,전월실적20 만원 이상,VISA
1349,1404,맘스클럽 롯데카드,롯데카드,"국내전용 5,000 ","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1454/card_img/20620/1454card.gif,전월실적30 만원 이상,VISA
1350,1405,KFC 삼성지엔미카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1455/card_img/20619/1455card.png,전월실적30 만원 이상,
1351,1406,GS홈쇼핑 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1456/card_img/20618/1456card.png,전월실적30 만원 이상,
1352,1407,CU big SIMPLE(일반형),신협,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1457/card_img/20617/1457card.jpg,전월실적 없음,VISA
1353,1408,the Black Edition2,현대카드,"국내전용 2,495,000","해외겸용 2,500,000",,https://api.card-gorilla.com:8080/storage/card/1458/card_img/20616/1458card.png,전월실적 없음,VISA | mastercard
1354,1409,우리캐피탈 롯데포인트플러스카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1459/card_img/20615/1459card.jpg,전월실적 없음,mastercard
1355,1410,웰릭스렌탈 Ⅱ카드,KB국민카드,"국내전용 15,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1460/card_img/20614/1460card.png,전월실적30 만원 이상,mastercard | JCB
1356,1411,My Life 카드,하나카드,"국내전용 10,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/1461/card_img/20613/1461card.png,전월실적40 만원 이상,mastercard | AMEX
1357,1412,GS샵&디앤샵 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1462/card_img/20612/1462card.png,전월실적30 만원 이상,mastercard
1358,1413,신협 어부바 체크카드,신협,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1463/card_img/20611/1463card.jpg,전월실적20 만원 이상,VISA
1359,1414,바디프랜드 롯데카드,롯데카드,"국내전용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1464/card_img/20561/1464card.jpg,전월실적20 만원 이상,VISA
1360,1415,푸른저축은행 롯데체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1465/card_img/20549/1465card.jpg,전월실적 없음,
1361,1416,My flight SKYPASS Prime 카드,하나카드,"국내전용 100,000","해외겸용 105,000",,https://api.card-gorilla.com:8080/storage/card/1466/card_img/20548/1466card.png,전월실적 없음,VISA
1362,1417,맘인 롯데카드,롯데카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1467/card_img/20547/1467card.png,전월실적60 만원 이상,VISA
1363,1418,제주항공 Refresh Point KB국민카드,KB국민카드,"해외겸용 20,000",,,https://api.card-gorilla.com:8080/storage/card/1468/card_img/20546/1468card.png,전월실적 없음,JCB
1364,1419,CUbig PAY 체크카드,신협,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1469/card_img/20545/1469card.jpg,전월실적20 만원 이상,VISA
1365,1420,우체국 롯데 비즈니스 카드,롯데카드,"국내전용 8,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/1470/card_img/20544/1470card.jpg,전월실적 없음,AMEX
1366,1421,GS홈쇼핑 삼성티클래스카드,삼성카드,"해외겸용 20,000",,,https://api.card-gorilla.com:8080/storage/card/1471/card_img/20543/1471card.png,전월실적30 만원 이상,
1367,1422,GS홈쇼핑 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1472/card_img/20542/1472card.png,전월실적30 만원 이상,
1368,1423,GS샵&디앤샵 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1473/card_img/20541/1473card.png,전월실적30 만원 이상,
1369,1424,G마켓 삼성티클래스앤오일카드,삼성카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/1474/card_img/20540/1474card.png,전월실적30 만원 이상,
1370,1425,세이 삼성카드 S클래스,삼성카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1475/card_img/20539/1475card.png,전월실적30 만원 이상,AMEX
1371,1426,싸이월드 롯데체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1476/card_img/20538/1476card.jpg,전월실적30 만원 이상,
1372,1427,싸이월드 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1477/card_img/20537/1477card.jpg,전월실적30 만원 이상,VISA
1373,1428,쌍용자동차 오토 플러스카드,롯데카드,"국내전용 5,000","해외겸용 6,000",,https://api.card-gorilla.com:8080/storage/card/1478/card_img/20536/1478card.jpg,전월실적30 만원 이상,VISA
1374,1429,썸뱅크 롯데 체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1479/card_img/20535/1479card.png,전월실적30 만원 이상,
1375,1430,썸뱅크 롯데백화점 카드,롯데카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1480/card_img/20533/1480card.png,전월실적30 만원 이상,mastercard
1376,1431,썸뱅크 롯데카드,롯데카드,"국내전용 2,000","해외겸용 3,000",,https://api.card-gorilla.com:8080/storage/card/1481/card_img/20532/1481card.png,전월실적30 만원 이상,mastercard
1377,1432,씨앤앰 롯데DC플러스카드,롯데카드,"국내전용 10,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1482/card_img/20531/1482card.jpg,전월실적20 만원 이상,VISA
1378,1433,아름다운가게 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1483/card_img/20530/1483card.jpg,전월실적30 만원 이상,VISA
1379,1434,,롯데카드,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/1484/card_img/20434/1484card.jpg,전월실적20 만원 이상,VISA
1380,1435,벅스 롯데체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1485/card_img/20433/1485card.jpg,전월실적20 만원 이상,
1381,1436,벅스 롯데카드,롯데카드,"해외겸용 7,000",,,https://api.card-gorilla.com:8080/storage/card/1486/card_img/20429/1486card.jpg,전월실적20 만원 이상,VISA
1382,1437,IBK 무직타이거 카드(신용),IBK기업은행,"국내전용 10,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/1487/card_img/20427/1487card.png,전월실적50 만원 이상,BC | mastercard
1383,1438,법률소비자연맹 포인트플러스 롯데체크카드,롯데카드,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1488/card_img/20425/1488card.jpg,전월실적20 만원 이상,
1384,1439,법률소비자연맹 포인트플러스 롯데카드,롯데카드,"국내전용 5,000","해외겸용 8,000",,https://api.card-gorilla.com:8080/storage/card/1489/card_img/20422/1489card.jpg,전월실적20 만원 이상,mastercard
1385,1440,IBK 무직타이거 카드(체크),IBK기업은행,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1490/card_img/20409/1490card.png,전월실적30 만원 이상,BC | UnionPay
1386,1441,베페 롯데카드,롯데카드,"국내전용 5,000","해외겸용 8,000",,https://api.card-gorilla.com:8080/storage/card/1491/card_img/20405/1491card.jpg,전월실적20 만원 이상,mastercard
1387,1442,보령메디앙스 맘 & 데디(Mom & Daddy) 카드,롯데카드,"해외겸용 7,000",,,https://api.card-gorilla.com:8080/storage/card/1492/card_img/20397/1492card.jpg,전월실적 없음,
1388,1443,위메프페이 체크카드,KB국민카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1493/card_img/20392/1493card.png,전월실적 없음,mastercard
1389,1444,신라면세점 멤버십 삼성카드 S클래스,삼성카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1494/card_img/20388/1494card.png,전월실적30 만원 이상,AMEX
1390,1445,삼성화재 멤버십 삼성카드 S클래스,삼성카드,"국내전용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1495/card_img/20376/1495card.png,전월실적30 만원 이상,AMEX
1391,1446,삼성화재theS 삼성카앤모아카드,삼성카드,"국내전용 8,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1496/card_img/20375/1496card.png,전월실적20 만원 이상,
1392,1447,삼성카드,삼성카드,"국내전용 3,000","해외겸용 5,000",,https://api.card-gorilla.com:8080/storage/card/1497/card_img/25344/1497card.png,전월실적30 만원 이상,
1393,1448,SK에너지 삼성카드 4,삼성카드,"국내전용 12,000","해외겸용 17,000",,https://api.card-gorilla.com:8080/storage/card/1498/card_img/20259/1498card.png,전월실적30 만원 이상,
1394,1449,삼성카드 4+,삼성카드,"국내전용 55,000","해외겸용 60,000",,https://api.card-gorilla.com:8080/storage/card/1499/card_img/20255/1499card.png,전월실적30 만원 이상,AMEX
1395,1450,삼성카드 4 V2,삼성카드,"국내전용 18,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1500/card_img/20252/1500card.png,전월실적30 만원 이상,AMEX | UnionPay
1396,1451,주니어라이프 체크카드,KB국민카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1501/card_img/20249/1501card.png,전월실적20 만원 이상,VISA
1397,1452,청춘대로 싱글 레터링 체크카드(긁으면),KB국민카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1502/card_img/20244/1502card.png,전월실적 없음,mastercard
1398,1453,북피니언 롯데카드,롯데카드,"국내전용 7,000","해외겸용 12,000",,https://api.card-gorilla.com:8080/storage/card/1503/card_img/20240/1503card.jpg,전월실적30 만원 이상,VISA
1399,1454,청춘대로 싱글 레터링 체크카드(잘사는),KB국민카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1504/card_img/20238/1504card.png,전월실적 없음,mastercard
1400,1455,청호나이스 KB국민카드,KB국민카드,"해외겸용 12,000","해외겸용 17,000",,https://api.card-gorilla.com:8080/storage/card/1505/card_img/20237/1505card.png,전월실적 없음,mastercard | UnionPay
1401,1456,삼성카드 4+ V2,삼성카드,"국내전용 38,000","해외겸용 40,000",,https://api.card-gorilla.com:8080/storage/card/1506/card_img/20236/1506card.png,전월실적30 만원 이상,AMEX
1402,1457,우체국 롯데체크카드,롯데카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1507/card_img/20235/1507card.jpg,전월실적 없음,AMEX
1403,1458,동부저축은행 삼성체크카드,삼성카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1508/card_img/20234/1508card.png,전월실적30 만원 이상,
1404,1459,불멸코리아 롯데체크카드,롯데카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1509/card_img/20233/1509card.jpg,전월실적20 만원 이상,VISA
1405,1460,코웨이Ⅱ 카드,KB국민카드,"해외겸용 30,000",,,https://api.card-gorilla.com:8080/storage/card/1510/card_img/20223/1510card.png,전월실적40 만원 이상,JCB
1406,1461,동부증권해피플러스CMA 삼성체크카드,삼성카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1511/card_img/20222/1511card.png,전월실적30 만원 이상,
1407,1462,쿠쿠렌탈Ⅱ카드,KB국민카드,"국내전용 15,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1512/card_img/20221/1512card.png,전월실적 없음,mastercard | JCB
1408,1463,불멸코리아 롯데카드,롯데카드,"국내전용 5,000 ","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1513/card_img/20220/1513card.jpg,전월실적30 만원 이상,mastercard
1409,1464,쿠쿠렌탈 티타늄카드,KB국민카드,"해외겸용 20,000",,,https://api.card-gorilla.com:8080/storage/card/1514/card_img/20219/1514card.png,전월실적 없음,mastercard | UnionPay
1410,1465,SC은행 삼성애니패스포인트 체크카드,삼성카드,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1515/card_img/20218/1515card.png,전월실적30 만원 이상,
1411,1466,우체국 롯데카드,롯데카드,국내전용 없음 ,"해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1516/card_img/20217/1516card.jpg,전월실적 없음,VISA
1412,1467,디지털멤버십 삼성유포인트카드,삼성카드,"국내전용 8,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1517/card_img/20216/1517card.png,전월실적30 만원 이상,
1413,1468,위니아만도 롯데카드,롯데카드,"국내전용 10,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1518/card_img/20215/1518card.jpg,전월실적 없음,mastercard
1414,1469,LG전자 렌탈 플러스 하나카드,하나카드,"해외겸용 15,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1519/card_img/20214/1519card.png,전월실적30 만원 이상,VISA | mastercard | UnionPay
1415,1470,행복한대구경북티타늄카드,KB국민카드,"국내전용 30,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/1520/card_img/20213/1520card.png,전월실적 없음,VISA | UnionPay
1416,1471,CU big CLASSIC,신협,국내전용 없음,해외겸용 없음,,https://api.card-gorilla.com:8080/storage/card/1521/card_img/20212/1521card.png,전월실적30 만원 이상,BC
1417,1472,쇼핑 그린,신협,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1522/card_img/20210/1522card.png,전월실적 없음,BC
1418,1473,L.PAY 하나 체크카드,하나카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1523/card_img/20209/1523card.png,전월실적 없음,UnionPay
1419,1474,Cubig 청춘,신협,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1524/card_img/20208/1524card.png,전월실적20 만원 이상,BC
1420,1475,Cubig SIMPLE(하이브리드형),신협,국내전용 없음,,,https://api.card-gorilla.com:8080/storage/card/1525/card_img/20207/1525card.png,전월실적 없음,BC
1421,1476,K리그 축덕 Young Hana 체크카드 with OKcashbag,하나카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1526/card_img/20206/1526card.png,전월실적20 만원 이상,mastercard
1422,1477,KT Super 할부,하나카드,"국내전용 12,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1527/card_img/20205/1527card.png,전월실적30 만원 이상,VISA
1423,1478,ROVL 다이아몬드(토탈마일)기업카드,KB국민카드,"해외겸용 300,000",,,https://api.card-gorilla.com:8080/storage/card/1528/card_img/20204/1528card.png,전월실적 없음,mastercard
1424,1479,KT Super DC,하나카드,"국내전용 12,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1529/card_img/20202/1529card.png,전월실적 없음,VISA | JCB
1425,1480,BS렌탈 플러스 하나카드,하나카드,"해외겸용 15,000",,,https://api.card-gorilla.com:8080/storage/card/1530/card_img/20201/1530card.png,전월실적30 만원 이상,VISA | mastercard | JCB
1426,1481,Any PLUS SMTOWN &STORE 카드,하나카드,"국내전용 15,000","해외겸용 15,000",,https://api.card-gorilla.com:8080/storage/card/1531/card_img/20200/1531card.png,전월실적 없음,mastercard | UnionPay | JCB
1427,1482,LGU+ 카드의정석 Ⅱ,우리카드,"국내전용 20,000","해외겸용 20,000",,https://api.card-gorilla.com:8080/storage/card/1532/card_img/20199/1532card.png,전월실적30 만원 이상,BC | mastercard
1428,1483,동양증권WCMA신세계 삼성애니패스포인트카드,삼성카드,"해외겸용 5,000",,,https://api.card-gorilla.com:8080/storage/card/1533/card_img/20198/1533card.png,전월실적30 만원 이상,
1429,1484,LIG 삼성티클래스앤오일카드,삼성카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/1534/card_img/20197/1534card.png,전월실적30 만원 이상,
1430,1485,ENVY 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1535/card_img/20180/1535card.png,전월실적30 만원 이상,
1431,1486,ENVY 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1536/card_img/20179/1536card.png,전월실적30 만원 이상,
1432,1487,D&Style 삼성지엔미포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1537/card_img/22697/1537card.png,전월실적30 만원 이상,
1433,1488,D&Life 삼성애니패스포인트카드,삼성카드,"해외겸용 12,000",,,https://api.card-gorilla.com:8080/storage/card/1538/card_img/22696/1538card.png,전월실적30 만원 이상,
1434,1489,SC제일은행 삼성카드 BIZ 4 V2,삼성카드,"국내전용 28,000","해외겸용 30,000",,https://api.card-gorilla.com:8080/storage/card/1539/card_img/22695/1539card.png,전월실적30 만원 이상,AMEX
1435,1490,비비드레스 롯데카드,롯데카드,"국내전용 5,000",,,https://api.card-gorilla.com:8080/storage/card/1540/card_img/22694/1540card.jpg,전월실적20 만원 이상,
1436,1491,사랑의열매 롯데카드,롯데카드,"국내전용 5,000","해외겸용 10,000",,https://api.card-gorilla.com:8080/storage/card/1541/card_img/22693/1541card.jpg,전월실적20 만원 이상,mastercard
1437,1492,삼성CMA플러스 롯데체크카드,롯데카드,해외겸용 없음,,,https://api.card-gorilla.com:8080/storage/card/1542/card_img/22692/1542card.jpg,전월실적20 만원 이상,VISA
1438,1493,KTX이마트 삼성카드,삼성카드,"해외겸용 10,000",,,https://api.card-gorilla.com:8080/storage/card/1543/card_img/22691/1543card.png,전월실적30 만원 이상,VISA
